player_name,team,pick,pid,pts,ast,stl,blk,treb,Ortg,drtg,year,ht,elevation (m),drafted
Chris Roberts,Bradley,NA,8458,9.1935,2.1935,1.5161,0.6452,4.6452,106.3,100.742,2010,6.4,183,0
Josh Duinker,Richmond,NA,8473,1.9167,0.4167,0.0417,0.0417,1,97.4,99.6917,2010,6.11,47,0
Jack Trotter,Stanford,NA,8476,6.7812,0.7188,0.2812,0.375,4.5312,110.9,105.389,2010,6.9,27,0
Jarrett Mann,Stanford,NA,8483,5.8438,4.25,0.6875,0.0312,3.375,81.1,104.522,2010,6.3,27,0
Arthur Zulu,Sam Houston St.,NA,8494,0.6957,0.0435,0.1304,0.2609,0.6087,100.5,101.74,2010,6.8,143,0
Eric Wise,UC Irvine,NA,8567,16.4667,3.0667,1,0.4667,6.5333,104.6,105.443,2010,6.5,60,0
Walter Offutt,Ohio St.,NA,8604,3.5,0.5,0.25,0.25,0.75,132.5,85.4,2010,6.3,226,0
John Shurna,Northwestern,NA,8609,18.2059,2.5882,0.8235,0.9412,6.3529,113,103.495,2010,6.8,180,0
Anthony Crater,South Florida,NA,8610,3.1053,1.6842,1,0.1053,1.7368,81.2,103.016,2010,6.1,15,0
Andy Moore,Lafayette,NA,8669,0.3333,0.1333,0,0,0.4,69.2,111.986,2010,6.1,11,0
D.J. Seeley,California,NA,8681,2.36,0.64,0.12,0.04,1.36,95.7,102.23,2010,6.4,93,0
Kyle Fogg,Arizona,NA,8682,11.129,2.1935,0.871,0.3226,3.0968,103,104.656,2010,6.3,354,0
Ante Dzepina,Northern Illinois,NA,8694,1.2,0.28,0.12,0.28,1.96,76.5,101.074,2010,6.8,268,0
Bryan Hall,Northern Illinois,NA,8695,2.75,2,0.6,0.05,0.95,83.3,105.966,2010,6.1,268,0
Kamil Janton,Eastern Michigan,NA,8696,0.2,0,0,0,0.4,27.8,104.606,2010,6.10,226,0
Alex Grimsley,Kent St.,NA,8699,0.2941,0.1176,0.1765,0,0.4118,61.8,98.2859,2010,6.6,349,0
Alvin Mofunanya,Fairleigh Dickinson,NA,8704,11.3077,1.2308,0.3846,2.0769,8.6923,80.9,97.5532,2010,6.8,2,0
C.J. Hailey,Gardner Webb,NA,8710,12.0769,1.3077,0.5769,0.0769,2.7308,95,111.833,2010,6.2,261,0
Scott Suggs,Washington,NA,8713,4.6571,0.6571,0.2571,0.0286,1.2,115.2,102.06,2010,6.6,29,0
Jamal Barney,Loyola MD,NA,8727,12.625,1.5,0.875,0.4167,4.625,91.4,97.8784,2010,6.3,99,0
Reginald Delk,Louisville,NA,8746,6.4062,1,0.5,0.375,2.875,127.4,104.693,2010,6.5,139,0
Richard Delk,Troy,NA,8747,12,1.6,1.1,0.4,4.5667,104.5,107.418,2010,6.4,153,0
Tyree Evans,Kent St.,NA,8773,9.7273,0.303,0.9697,0.0606,2.6667,98.6,100.411,2010,6.3,349,0
Julian Mavunga,Miami OH,NA,8825,10.0312,1.6875,0.8125,0.875,6.3438,99.1,98.4983,2010,6.8,270,0
Scott Machado,Iona,NA,8890,12.5161,3.9355,1.5806,0.0645,3.2258,98,92.1359,2010,6.1,18,0
Trinity Fields,Iona,NA,8891,3.25,1,0.4286,0.0714,0.8929,91.4,95.8541,2010,6.2,18,0
Jarrod Jones,Ball St.,NA,8920,11.931,0.7586,0.5517,1.1724,7.3448,91.4,92.5748,2010,6.9,286,0
Chris Cooper,Old Dominion,NA,8935,1.4483,0.1724,0.1034,0.2069,1.9655,79.1,91.0627,2010,6.9,4,0
Kyle Austin,UC Riverside,NA,8943,17.8148,1.6296,0.6296,0.2963,7.3333,103.9,102.545,2010,6.8,323,0
Cameron Moore,UAB,NA,8988,3.0667,0.2667,0.2333,0.6667,3.2333,98.4,89.0807,2010,6.7,232,0
Cosmo Morabbi,The Citadel,NA,8991,3.1,0.9667,0.4667,0,1.6,94.3,104.041,2010,6.2,6,0
Matt Hill,Texas,NA,9029,0.6522,0,0,0.2174,1.1304,83.7,97.2898,2010,6.10,159,0
Jonathan Moore,Gardner Webb,NA,9059,9.9231,0.5385,0.6923,0.1154,3.4231,99.1,110.159,2010,6.4,261,0
T.J. Marion,Eastern Illinois,NA,9060,6.6552,2.7241,0.7931,0.6207,3.3793,93.3,102.228,2010,6.4,211,0
Chris Picardi,Furman,NA,9062,1,0,0,0,0.5,70.7,109.382,2010,6.1,313,0
Scotty Hopson,Tennessee,NA,9068,12.1622,1.2432,0.973,0.1892,3.3514,97.3,96.4329,2010,6.7,286,0
Danny Thompson,Mount St. Mary's,NA,9094,1.7931,0.1724,0.1034,0.6207,2.0345,104.9,94.195,2010,6.7,163,0
Jesse LoBue,UC Riverside,NA,9167,2.8235,0.1765,0.1765,0.0588,1.4706,101.9,101.2,2010,6.7,323,0
Justin Brown,Cal Poly,NA,9173,4.9091,1,0.7273,0,1,79.1,111.489,2010,5.11,95,0
Anthony Campbell,Austin Peay,NA,9175,15.6207,1.6207,1.1379,0.2414,5.4138,107.7,106.684,2010,6.7,145,0
T.J. Czeski,Wagner,NA,9230,4.6429,2.3214,0.8571,0.25,2.6786,75.9,101.145,2010,6.2,10,0
Corbin Ray,Texas Tech,NA,9279,0,0.5,0,0,0,0,112.435,2010,6.7,983,0
Chris Reynolds,Campbell,NA,9282,1.1304,0.087,0.3043,0.0435,1,67.4,95.145,2010,6.5,56,0
Zavion Neely,Illinois Chicago,NA,9315,12,1.5862,1.7931,0.2069,2.2414,93.1,103.457,2010,6.1,180,0
Erik Marschall,Bowling Green,NA,9329,7.8966,1.3103,0.8621,0.5862,5.2069,99.3,101.481,2010,6.7,212,0
Elhanan Bone,UNC Greensboro,NA,9397,1.381,0.0476,0.1905,0.1429,1.4286,76.1,105.091,2010,6.7,247,0
Austin Cooley,Niagara,NA,9399,4.4516,0.6129,0.4194,0.5806,2,92.2,101.727,2010,6.5,181,0
Demetri Goodson,Gonzaga,NA,9406,6.3939,1.8485,0.8788,0.1212,2.0909,95.7,101.371,2010,5.11,582,0
Zack Rosen,Penn,NA,9470,17.6786,4.4286,1.1429,0,3.2857,111.9,112.665,2010,6.1,19,0
Sei Paye,UTSA,NA,9500,1.6667,0.2,0.1333,0,0.7333,106.1,104.825,2010,6.3,302,0
Afam Muojeke,Wyoming,NA,9504,15.8571,1.0714,1.2143,0.2857,3.8571,97.9,105.546,2010,6.7,2205,0
Brandon Richardson,Nebraska,NA,9519,8.9032,1.8065,1.129,0.0645,2.7419,112.3,99.8452,2010,6.0,358,0
Desmond Wade,Houston,NA,9530,5.4412,4.7059,1.5588,0.0588,1.9118,98.7,106.14,2010,5.8,12,0
Ryan Wright,Oklahoma,NA,9546,4.3667,0.2333,0.2667,0.3667,4.3,110,107.416,2010,6.9,355,0
Jeremy Allen,Texas A&M Corpus Chris,NA,9559,0,0,0,0,0,0,109.746,2010,6.3,2,0
Willie Galick,Cal St. Northridge,NA,9601,10.125,1.3125,0.6562,0.4062,4.9062,96.7,104.2,2010,6.8,269,0
Phillip Jones,Louisiana Lafayette,NA,9621,0,0,0,0,0,0,113.493,2010,6.0,11,0
Kevin Foster,Santa Clara,NA,9636,20,2.8,2.2,0,2.2,93.6,104.907,2010,6.2,23,0
Travis Taylor,Monmouth,NA,9688,17.7917,1.625,1,0.7917,7.5833,95.1,98.1763,2010,6.7,65,0
Steve Moore,Missouri,NA,9695,1.0588,0.4412,0.4118,0.9118,1.5588,80.7,90.44,2010,6.9,228,0
Robert Owens,San Jose St.,NA,9698,10.5333,1.1333,0.4333,0.0667,2.1667,112.8,117.022,2010,6.3,26,0
Kevin Jones,West Virginia,NA,9705,13.4737,1.0789,0.5789,0.8947,7.1579,125.3,99.1419,2010,6.8,278,0
Alexander Starling,Bethune Cookman,NA,9730,9.1667,1.1333,1.8667,0.9333,6.0333,104.1,93.4754,2010,6.6,2,0
Kent Bazemore,Old Dominion,NA,9755,8.4167,3.3611,1.8611,0.4722,4.1667,99.5,86.69,2010,6.5,4,0
Marius Chawa,Savannah St.,NA,9797,1.95,0.15,0.45,0.05,1.9,64.8,98.7714,2010,6.3,5,0
Kabangu Tshinga Kasamba,Chicago St.,NA,9808,6.8571,0.7857,1.1071,0.0714,3.3214,84.8,103.493,2010,6.5,181,0
Mike Johnson,Albany,NA,9835,4.7727,2.5455,0.9545,0.0909,2.0455,87.2,106.403,2010,6.1,115,0
Denis Agre,Pepperdine,NA,9878,0.5714,0,0.1429,0.2143,1,125.4,110.202,2010,Jr,233,0
Austin Thornton,Michigan St.,NA,9906,1.0303,0.303,0.0909,0,1.0606,84.4,100.819,2010,6.5,263,0
Drew Maynard,Oakland,NA,9909,4.3667,0.6333,0.3,0.3333,2.3333,101,102.724,2010,6.7,286,0
Marcus Crawford,FIU,NA,9917,0,0,0,0,0.25,0,116.607,2010,5.11,2,0
Jarrett Sutton,Missouri,NA,9924,1,0,0.1111,0,0.2222,69.4,101.394,2010,6.3,228,0
Clint Steindl,Saint Mary's,NA,9928,6.697,1.0909,0.6061,0.1515,2.5152,113.1,102.936,2010,6.7,152,0
Steve Zazuri,Sacred Heart,NA,9932,0.8846,1.8077,0.6923,0.0769,1.4231,78.6,104.054,2010,6.1,18,0
Oliver McNally,Harvard,NA,9933,7.2143,3.0357,0.7143,0,2.6786,116.8,99.8875,2010,6.3,3,0
Joshua Henley,Gardner Webb,NA,9935,4.4231,1.0385,0.4231,0,6.8846,85,106.18,2010,6.4,261,0
Jamal Turner,Fairfield,NA,9941,0.9333,0.8667,0.4,0.1333,1.6667,73.8,102.589,2010,6.4,226,0
Matt Dickey,UNC Asheville,NA,9943,11.6429,3.6786,1.0357,0.0714,3.5714,98.8,107.998,2010,6.1,650,0
Brandon Williams,Louisiana Monroe,NA,10021,2.25,2.6667,0.6667,0,1.8333,82.7,110.667,2010,6.1,21,0
Xavier Gibson,Florida St.,NA,10041,5.5,0.3438,0.375,0.8125,2.8438,97.7,88.6337,2010,6.11,24,0
Brady Morningstar,Kansas,NA,10054,4.1111,2.9259,1.1111,0.1481,2.3333,113.4,96.7998,2010,6.3,310,0
David Gibbs,Massachusetts,NA,10129,2.7,2.2,0.65,0.15,1.6,88.4,109.329,2010,6.4,65,0
Aaron Ware,George Washington,NA,10130,6.3548,1.0323,0.4194,0.0323,3.4194,101.9,102.056,2010,6.5,19,0
Kyle Cassity,Saint Louis,NA,10135,6.1429,3.3143,0.8571,0.3143,3.2,90.8,94.8081,2010,6.3,162,0
Kabeya Kabongo,Saint Peter's,NA,10158,0,0,0,0,0,0,103.081,2010,6.4,25,0
Jordan Burgason,Lipscomb,NA,10163,12.7857,2.3571,0.6786,0.0357,3.2143,125.6,109.137,2010,6.3,178,0
Chris Edwards,Jacksonville,NA,10164,3.1613,1,0.6452,0.0968,2.1935,77.6,99.3825,2010,6.1,15,0
Elijah Johnson,Kansas,NA,10239,2.4348,1.2609,0.3043,0.0435,1.0435,113.3,96.2342,2010,6.2,310,0
Robert Arnold,Boise St.,NA,10242,11.8667,2.2333,0.9,0.7333,4.4333,105,104.103,2010,6.6,820,0
Akeem Bennett,St. Francis NY,NA,10266,14.5172,4.0345,2.2069,0.5172,6.4483,90.4,93.9464,2010,6.2,10,0
Alexander Harrington,St. Francis NY,NA,10269,4.875,0,0.5,0.375,4.25,86.5,96.5154,2010,6.9,10,0
LaRon Dendy,Iowa St.,NA,10287,7.25,0.4167,0.625,1.3333,3.625,108.9,96.0567,2010,6.9,291,0
Quincy Hankins-Cole,Nebraska,NA,10347,4,0.4231,0.2692,0.1538,2.4231,87.8,99.5746,2010,6.8,358,0
Cody Mivshek,Portland,NA,10348,0.5,0.1,0.1,0,0.5,184.5,95.6136,2010,6.2,45,0
Rodney Clinkscales,SMU,NA,10357,4.04,0.72,0.52,0.04,0.96,102,108.028,2010,6.1,177,0
Yves Jules,Hofstra,NA,10368,1.3571,0.25,0.1786,0,0.5714,70.8,103.912,2010,6.2,24,0
Brandon Wood,Valparaiso,NA,10371,17.931,2.1724,1.069,0.1379,4.4483,108.2,111.71,2010,6.2,196,0
Bob Bevilacqua,Canisius,NA,10439,1.8214,0.4286,0.2143,0,0.4643,97.3,106.792,2010,6.1,183,0
Jordan Callahan,Tulane,NA,10454,5,1.8333,0.3333,0.0417,1.2917,108.2,106.312,2010,6.0,0,0
Raymone Andrews,Louisiana Lafayette,NA,10458,3.3333,1.5,1.1667,0.2083,1.9583,106.3,103.011,2010,6.2,11,0
Frank Henery-Ala,Kent St.,NA,10463,3.4848,0.6061,1.0303,0.3333,3.5455,120.7,96.2564,2010,6.5,349,0
Kwame Morgan,Hampton,NA,10492,7.3704,0.5556,0.5556,0,2.5185,106.9,97.4656,2010,6.3,3,0
C.J. McElrath,Army,NA,10496,0,0,0,0,0.3333,0,92.0195,2010,6.0,259,0
Ella Ellis,Army,NA,10499,2.6786,0.1071,0.25,0.0357,1.4286,84.2,97.2971,2010,6.6,259,0
Nick Peterson,Pacific,NA,10503,0,0,0.3333,0,0,0,85.5191,2010,6.1,64,0
Christian Peterson,UC Santa Barbara,NA,10514,0,0,0,0,0,0,107.201,2010,6.3,13,0
Christopher Walker,Florida A&M,NA,10515,8,1.1667,0.9333,0.4333,5.6,94,104.956,2010,6.6,48,0
Devan Bailey,Central Connecticut,NA,10530,2.5,2.5,0.7667,0.2667,1.8667,73.9,102.173,2010,6.2,44,0
Joe Efese,Central Connecticut,NA,10546,4.9333,0.3667,0.2,1.4667,2.7333,94.2,98.7293,2010,6.6,44,0
Dwight Pederson,South Dakota St.,NA,10556,1.6667,0,0,0,0.3333,92.9,111.238,2010,6.8,500,0
Dadrian Collins,Howard,NA,10564,8.5625,0.5938,0.3125,0.1562,1.9688,97.8,109.655,2010,6.5,54,0
Gary Lawrence,Howard,NA,10565,1.375,0.0833,0.125,0.0833,0.75,61.8,109.45,2010,6.6,54,0
Corey Claitt,Utah Valley,NA,10568,11,3,1.5,0,3.5,87.9,99.2619,2010,6.1,1402,0
Zach Filzen,Buffalo,NA,10574,2.3684,0.1053,0.0526,0.0526,0.6316,75.6,109.076,2010,6.3,182,0
Chase Holmes,Presbyterian,NA,10651,13.7,1.1333,1.2,0.1333,4.1333,88.2,108.62,2010,6.4,207,0
Greg Rice,IUPUI,NA,10653,3.8182,1.3636,0.3636,0.0909,1.0909,84.5,105.86,2010,5.11,190,0
Preston Blackmon,Savannah St.,NA,10656,6.7273,5.0909,1.1818,0.2727,2.3182,79.1,100.529,2010,6.0,5,0
Brock Motum,Washington St.,NA,10665,2.9444,0.3889,0.1111,0,0.8889,113.7,109.61,2010,6.9,780,0
Ben Loewen,Washington St.,NA,10666,0,0,0,0,0,0,114.822,2010,6.0,780,0
Christopher Taylor,Brown,NA,10684,1.2593,0.4444,0.0741,0.1481,1.7037,75.3,110.794,2010,6.8,35,0
Martavious Irving,Kansas St.,NA,10701,1.6875,0.625,0.4375,0.0312,0.875,87.1,100.253,2010,6.1,321,0
Phillip Gates,Prairie View A&M,NA,10736,0.5833,0.1667,0.1667,0,0.0833,64.2,101.555,2010,5.10,85,0
Michael Webb,Prairie View A&M,NA,10737,1.8696,0.1304,0.0435,0.2609,1.6957,80.3,93.3778,2010,6.7,85,0
Duwan Kornegay,Prairie View A&M,NA,10738,6.52,0.48,0.64,0.24,3,83,95.8792,2010,6.5,85,0
Brandon Webb,Prairie View A&M,NA,10740,3.2727,0.4091,0.1364,0.5909,2.0455,82.6,93.697,2010,6.7,85,0
T. Vazquez-Simmons,Canisius,NA,10749,6.8438,0.5,0.4375,2.3125,6.6562,110.7,98.4256,2010,6.7,183,0
Cory Parker,Drake,NA,10770,0.6,0.1,0,0,0.4,196.7,111.328,2010,6.7,288,0
Mitchell Bouie,South Dakota,NA,10783,6.3929,0.7143,0.5357,0.1429,3.8929,94,99.0034,2010,6.4,377,0
Bryan Bouchie,Evansville,NA,10792,7.1818,0.1818,0.4545,0.5455,3.4545,90.2,99.9088,2010,6.10,117,0
Milton Burton,Hartford,NA,10804,9.6071,2.3214,0.9643,0.4286,3.25,94.8,109.136,2010,6.5,478,0
Ryan Daniels,Central Arkansas,NA,10826,0.6667,0.5556,0.3889,0.0556,0.6667,95.4,102.286,2010,6.0,101,0
Murphy Burnatowski,Maine,NA,10860,6.1724,0.8276,0.9655,0.6207,3.6207,93.7,92.697,2010,6.7,35,0
Reeves Nelson,UCLA,NA,10870,11.1429,0.3929,0.7143,0.7143,5.6786,105.8,100.85,2010,6.8,115,0
Brian Barbour,Columbia,NA,10872,2.3182,0.6364,0.4091,0,0.8636,103.7,101.885,2010,6.1,42,0
Stephen Spinella,South Carolina,NA,10876,1.3448,0.1379,0.3103,0.0345,0.8966,72.1,105.815,2010,6.4,95,0
Isaiah Wilkerson,NJIT,NA,10878,12.9615,2.1923,1.0385,0.1538,4.6923,94,101.834,2010,5.10,4,0
Duro Bjegovic,Sacramento St.,NA,10883,7.52,0.6,0.28,0.04,3.84,102.4,106.006,2010,6.7,12,0
Troy Payne,Santa Clara,NA,10888,4.6552,1.3448,1.5517,0.4828,5.4828,84.6,100.185,2010,6.6,23,0
Brad Johnstin,Sacramento St.,NA,10901,0,0,0.1667,0,0.5,0,97.4561,2010,6.2,12,0
Milos Kleut,Lipscomb,NA,10904,1.1852,0,0.0741,0.1852,1,98.5,107.719,2010,6.10,178,0
Jordan Wilds,Kent St.,NA,10912,0,0,0,0,0,0,109.194,2010,6.5,349,0
Damian Lewis,Houston Baptist,NA,10936,1.8438,0.25,0.2188,1.4062,2.625,68.7,98.7232,2010,6.11,19,0
Mario Flaherty,Houston Baptist,NA,10941,13.8065,1.0645,0.3871,1.5161,9.1935,99.5,103.076,2010,6.9,19,0
Matt Sullivan,Brown,NA,10943,5.8276,1.8966,0.2069,0.0345,2.6897,86.7,113.174,2010,6.6,35,0
Tyler Roche,Boston College,NA,10972,7.2069,0.6552,0.1379,0.4483,2.4138,125.6,103.953,2010,6.7,47,0
Matt Washington,Weber St.,NA,10973,1.5789,0,0.2632,0.1579,1.4211,96.1,95.5844,2010,6.6,1437,0
Dru Anthrop,Purdue,NA,11017,0.5,0,0,0,0.25,123.5,97.5272,2010,6.0,190,0
Blake Jolivette,American,NA,11039,3.85,1.7,0.25,0,1.5,70.5,107.028,2010,5.11,114,0
Montrell Thornton,Arkansas Little Rock,NA,11056,3.5,0.25,0.25,0.8333,2.6667,100.6,104.804,2010,6.7,83,0
Antoine Watson,FIU,NA,11058,10.5,3.1875,1.5,0.125,3.625,86.4,110.566,2010,6.4,2,0
James Vincent,Georgia St.,NA,11084,1.96,0.12,0.24,0.44,2.2,87,96.49,2010,6.10,311,0
Erique Gumbs,Towson,NA,11098,2,0.2,0,0,1.8,113.3,112.981,2010,6.9,113,0
Josh Brown,Towson,NA,11103,4.4828,1.2069,0.8966,0.069,1.6207,91.6,111.056,2010,6.1,113,0
RaShawn Polk,Towson,NA,11104,9.2069,1,0.931,0.2069,3.1724,104.2,111.019,2010,6.2,113,0
Jeff Ledbetter,Idaho,NA,11117,2.8929,0.75,0.6429,0.0714,1.1786,86.1,102.518,2010,6.3,790,0
Taylor Olson,Seattle,NA,11127,3.3846,0.7308,0.6538,0,0.9231,100.3,101.56,2010,5.10,87,0
Papa Lo,Bryant,NA,11149,1.6897,0.4138,0.3448,1.8621,3.0345,80.2,99.4679,2010,6.9,120,0
Ronald Colbert,Drexel,NA,11167,0.6,0.2,0,0,0.2,59,109.581,2010,6.2,21,0
David Jeune,North Florida,NA,11213,3.0667,0.4667,0.3667,0.2,3.1,80.6,100.12,2010,6.6,26,0
Tom Piscina,Columbia,NA,11224,2,0,0,0,0,200,106.264,2010,6.2,42,0
Kyle Greenwood,Troy,NA,11240,0,0,0,0,0.5,0,105.166,2010,6.6,153,0
Zach Brown,Lipscomb,NA,11266,1.2083,1.2917,0.1667,0.0417,0.9583,72,110.024,2010,6.3,178,0
Junior Cadougan,Marquette,NA,11273,0.3333,0.3333,0.0833,0,0.4167,53.4,102.737,2010,6.1,198,0
Alex Osborne,Loyola Marymount,NA,11337,2.04,0.16,0.28,0.16,2.32,91.5,110.114,2010,6.6,43,0
Quincy Lawson,Loyola Marymount,NA,11338,0,0,0,0,1,0,101.563,2010,6.6,43,0
Zach Beach,The Citadel,NA,11379,0,0,0,0,0,0,112.379,2010,5.10,6,0
Gabe Knutson,Lehigh,NA,11386,9.5455,0.8788,0.3939,0.2121,5.6364,113.8,102.024,2010,6.9,283,0
A.J. Walton,Baylor,NA,11392,3.7143,1.8,1.1714,0.0571,2.1714,100.1,96.2269,2010,6.1,122,0
Adrian Powell,North Carolina A&T,NA,11437,0.25,0.0833,0.5,0.0833,0.75,32,103.052,2010,6.6,239,0
Christian Salecich,Saint Louis,NA,11441,6.2286,1.8286,0.6286,0.1714,2.3429,86.7,96.3539,2010,6.3,162,0
Tj Douglas,Elon,NA,11447,8.0323,0.7419,0.4839,0.1935,4.1613,118.2,107.203,2010,6.6,216,0
Kj Sherrill,Charlotte,NA,11454,1.4667,0.3,0.2,0.3333,1.9,96,101.702,2010,6.7,203,0
Torey Woods,TCU,NA,11468,0,0.5,0.5,0,0,55.4,73.0994,2010,6.0,204,0
Brad Piehl,Robert Morris,NA,11473,1.7931,0.2069,0.2069,0.1034,1.2069,74,100.682,2010,6.8,352,0
Roland Dunston,Maryland Eastern Shore,NA,11474,2.5385,0.2308,0.1538,0.0769,0.3846,99.8,108.839,2010,5.9,30,0
Brian Neller,UMBC,NA,11480,4.2759,0.3793,0.3448,0.069,0.7931,84.5,113.845,2010,6.4,60,0
Jameel Forbes,Grambling St.,NA,11490,1.8333,0.3333,0.1667,0,0.75,56.8,108.849,2010,-,92,0
Will Reinke,Stephen F. Austin,NA,11499,3.6154,0.6923,0.2692,0.8077,2.8077,93,91.8174,2010,6.10,96,0
Morris Smith IV,UTSA,NA,11505,12.9259,0.6296,0.7778,0.2222,4.5556,106.2,102.443,2010,6.4,302,0
Jordan Turner,Pacific,NA,11507,0,0.25,0.25,0.25,1,93,76.3625,2010,6.5,64,0
Quincy Diggs,New Orleans,NA,11552,3.6,0.36,0.56,0,1.76,90.1,102.714,2010,6.6,6,0
Chris Fouch,Drexel,NA,11616,11.3,1.2667,0.7,0.1333,1.9333,114.5,100.819,2010,6.0,21,0
Mitchell Young,Saint Mary's,NA,11635,3.7576,0.4848,0.1818,0.6667,2.8182,101.5,99.0099,2010,6.8,152,0
Curry McKinney,Eastern Illinois,NA,11645,4.7241,1.4138,0.7241,0.2069,2.7241,92.4,98.9585,2010,6.4,211,0
Antonio Haymon,Marshall,NA,11647,3.9655,0.8621,0.4828,0.3448,2.2414,104.3,99.2001,2010,6.6,166,0
Phillip Thomas,Portland St.,NA,11656,3,0.1667,0.1667,0.125,1.0833,109.6,115.664,2010,6.8,44,0
Chris Harriel,Portland St.,NA,11662,3.5862,0.4138,0.5172,0.069,2,94.3,115.784,2010,6.4,44,0
J'Covan Brown,Texas,NA,11670,9.6061,2.4242,0.8182,0.0909,2.1515,99.4,98.1747,2010,6.1,159,0
Brandon Peterson,Arkansas St.,NA,11676,6.4483,1.2414,0.4138,1.8966,4.4483,92.6,97.3253,2010,6.7,98,0
Domineek Daniel,Sacramento St.,NA,11683,5.8519,0.9259,1.5926,0.7407,3.1852,75.9,94.1744,2010,6.3,12,0
Dani Lopez,Sacramento St.,NA,11688,1,0,0,0.1,1.3,60.6,109.093,2010,6.9,12,0
David Nelson,Iona,NA,11692,0,0,0,0,0.6,0,80.7545,2010,6.8,18,0
Kyle Thomas,San Jose St.,NA,11720,2.1852,0.3704,0.037,0.1111,2.0741,83.6,116.016,2010,6.8,26,0
Jonathan Cruz,Quinnipiac,NA,11763,5.2727,0.6667,0.3939,0.2727,4.5152,94.4,97.5666,2010,6.7,33,0
William Graves,North Carolina,NA,11770,9.8056,0.9722,0.6389,0.1944,4.6389,112.6,101.182,2010,6.6,134,0
Karl Moton,UAB,NA,11776,1,0,0,0,0.2,158,93.2883,2010,5.11,232,0
Velton Jones,Robert Morris,NA,11799,8,2.8286,1.4571,0.0286,2.1714,89.4,97.4785,2010,6.0,352,0
Chalmers Rogers,USC Upstate,NA,11833,2.4483,0.4483,0.6207,0.3448,2.1034,72.1,102.089,2010,6.7,244,0
Brandon Ubel,Nebraska,NA,11874,4.4375,0.0938,0.2188,0.1562,1.9688,87.3,105.527,2010,6.10,358,0
Bol Kong,Gonzaga,NA,11877,4.2667,0.5667,0.4333,0,1.4333,116,100.709,2010,6.6,582,0
Trey Finn,Arkansas St.,NA,11878,7.6552,1.931,1.3448,0.2069,6.2759,98.5,96.7688,2010,6.2,98,0
David McKinley,Ohio,NA,11915,0.4615,0.0769,0.0769,0,0.0769,76.1,102.037,2010,5.9,194,0
David (DJ) Jackson,Penn St.,NA,11961,9.5161,1.1935,0.5161,0.2581,4.5161,118.7,105.418,2010,6.7,370,0
Marquise Simmons,St. Bonaventure,NA,11990,2.8929,0.1429,0.1786,0.1429,3.3571,91.5,101.294,2010,6.8,435,0
Cervante Burrell,Seattle,NA,12003,11.4194,3.4839,1.3548,0.0323,3.9032,96.3,101.344,2010,5.10,87,0
Ryan LeGates,USC Upstate,NA,12010,7.931,1.6897,0.7931,0,2.2069,91.1,104.579,2010,6.3,244,0
A.J. Holland,Rice,NA,12023,1.52,1.4,0.72,0.12,1.04,71.1,101.63,2010,6.2,14,0
Chris Eversley,Rice,NA,12024,1.5625,0.0625,0.1875,0.0625,0.8125,74.9,103.402,2010,6.5,14,0
Andrew Smith,Butler,NA,12051,1,0.0417,0,0.125,1.3333,90.9,94.6235,2010,6.11,230,0
Kevin Menner,Cal St. Northridge,NA,12056,4.125,0.25,0.2083,0.125,1.875,82.5,105.399,2010,6.6,269,0
Jeff Smith,Mercer,NA,12061,12.0645,3.7742,0.8065,0.0645,2.5806,98.4,111.837,2010,6.2,133,0
JayDee Luster,Wyoming,NA,12067,5.8519,4.1111,1.037,0.037,3.037,83.7,107.882,2010,5.9,2205,0
Thomas Manzano,Wyoming,NA,12068,5.2857,1,0.4286,0,2.4286,87,108.421,2010,6.4,2205,0
Johnny Lee,Lipscomb,NA,12076,3.3889,2.7778,0.7222,0.2222,1.3333,87.4,106.704,2010,5.9,178,0
Carl Baptiste,Saint Joseph's,NA,12086,2.0667,0.1667,0.1667,0.6,1.7333,96.6,106.28,2010,6.8,86,0
Mark Holmes,Mississippi Valley St.,NA,12117,0.619,0,0.0476,0,0.7143,45.8,111.646,2010,6.6,344,0
Tyler Cain,South Dakota,NA,12131,14.6429,2.1786,1.5357,3.1429,10.75,106.7,89.8065,2010,6.8,377,0
Logan Magnusson,BYU,NA,12141,0.3182,0.2727,0.0909,0,0.9091,86.9,92.7125,2010,6.6,1422,0
Aaron Clayborn,Texas Southern,NA,12166,4.6,0.4,0.6667,0.3667,3.6667,94.1,97.0681,2010,6.6,13,0
Courtney Jackson,Arkansas Little Rock,NA,12210,5.2143,0.5357,0.2143,0.25,5.6786,86.3,107.154,2010,6.6,83,0
Brandon Davies,BYU,NA,12227,5.2941,0.2647,0.3529,0.3824,3.0294,93,93.0902,2010,6.9,1422,0
Jonathan Whipple,Kennesaw St.,NA,12239,1.5714,0.5,0.4643,0.1786,1.8571,77.1,105.109,2010,6.7,324,0
Ledrick Eackles,Oakland,NA,12241,5.9688,1.0938,0.9375,0.0625,1.9062,92.3,102.007,2010,6.1,286,0
Max Zhang,California,NA,12265,3.1111,0.1852,0.1481,1.3704,2.3704,115.1,95.2548,2010,7.3,93,0
Jonathan Benjamin,Richmond,NA,12272,2,0,0,0,0,200,105.6,2010,5.11,47,0
Willis Hall,College of Charleston,NA,12279,5.4706,0.5882,0.4412,0.3235,3.3529,105.5,106.336,2010,6.6,6,0
Duke Mondy,Providence,NA,12293,3.3871000000000002,1.1613,1.0968,0.0968,2,100.9,106.913,2010,6.3,46,0
